x,y,z
2.228921682083627509e+00,-2.467767120797381253e+00,4.007055808085969062e+01
2.117973202967007751e+00,-2.419545566486982047e+00,3.977030765006929869e+01
2.010836316767748766e+00,-2.372070113285266846e+00,3.947309865612618296e+01
1.907406977241675072e+00,-2.325442541501894222e+00,3.917886062221226240e+01
1.807579690730361843e+00,-2.279755718034515599e+00,3.888752495521585928e+01
1.711247516161404025e+00,-2.235093596368894708e+00,3.859902494573248788e+01
1.618302065048120131e+00,-2.191531216578772590e+00,3.831329576806395210e+01
1.528633501489802260e+00,-2.149134705325983496e+00,3.803027448021913415e+01
1.442130542171607299e+00,-2.107961275860404271e+00,3.774990002391366062e+01
1.358680456364462330e+00,-2.068059228019910822e+00,3.747211322456956140e+01
1.278169065925290226e+00,-2.029467948230482044e+00,3.719685679131603706e+01
1.200480745296759189e+00,-1.992217909506083240e+00,3.692407531698863465e+01
1.125498421507494129e+00,-1.956330671448766934e+00,3.665371527812992269e+01
1.053103574171986967e+00,-1.921818880248627570e+00,3.638572503498922117e+01
9.831762354905149159e-01,-1.888686268683765546e+00,3.612005483152228891e+01
9.155949902493287773e-01,-1.856927656120374692e+00,3.585665679539202699e+01
8.502394385653520015e-01,-1.826530931600605090e+00,3.559548536786302719e+01
7.870706371633374721e-01,-1.797543352552554152e+00,3.533651188620724781e+01
7.260423665945314742e-01,-1.770004916656807925e+00,3.507970939778088848e+01
6.670797596963490284e-01,-1.743930772515507321e+00,3.482504692947254199e+01
6.101082760401528304e-01,-1.719334196731569175e+00,3.457249424130309734e+01
5.550537019310789466e-01,-1.696226593908608304e+00,3.432202182642496524e+01
5.018421504081864715e-01,-1.674617496651003901e+00,3.407360091112277445e+01
4.504000612443907481e-01,-1.654514565563868000e+00,3.382720345481305912e+01
4.006542009464095222e-01,-1.635923589253027277e+00,3.358280215004398883e+01
3.525316627548945592e-01,-1.618848484325072334e+00,3.334037042249601512e+01
3.059598666442847614e-01,-1.603291295387304416e+00,3.309988243098116101e+01
2.608665593229312352e-01,-1.589252195047779148e+00,3.286131306744361069e+01
2.171798142330426673e-01,-1.576729483915286112e+00,3.262463795695947510e+01
1.748280315506381966e-01,-1.565719590599337074e+00,3.238983345773650768e+01
1.337399381856604341e-01,-1.556217071710197741e+00,3.215687666111474385e+01
9.384458778184889827e-02,-1.548214611858854228e+00,3.192574539156576918e+01
5.507136071686224987e-02,-1.541703023657041483e+00,3.169641820669344412e+01
1.734996410216038676e-02,-1.536671247717220190e+00,3.146887439723319346e+01
-1.938956821689463705e-02,-1.533106352652593873e+00,3.124309398705261742e+01
-5.521687566108290923e-02,-1.530993535077100232e+00,3.101905773315122516e+01
-9.020027864729658618e-02,-1.530317551419586586e+00,3.079674754786456603e+01
-1.243868371885617774e-01,-1.531088685357314461e+00,3.057615320660911351e+01
-1.578179565664155626e-01,-1.533317950391115625e+00,3.035726343784226344e+01
-1.905382169202963216e-01,-1.537011191800425447e+00,3.014006553477518224e+01
-2.225922871510986611e-01,-1.542174434636837566e+00,2.992454716035811302e+01
-2.540249249212078730e-01,-1.548813883724112106e+00,2.971069634728013042e+01
-2.848809766544172506e-01,-1.556935923658161691e+00,2.949850149796969845e+01
-3.152053775360214583e-01,-1.566547118807070316e+00,2.928795138459404157e+01
-3.450431515127361792e-01,-1.577654213311073583e+00,2.907903514905968834e+01
-3.744394112927325047e-01,-1.590264131082566257e+00,2.887174230301224753e+01
-4.034393583456697407e-01,-1.604383975806117801e+00,2.866606272783616305e+01
-4.320882829026188032e-01,-1.620021030938438411e+00,2.846198667465525745e+01
-4.604315639561485374e-01,-1.637182759708421420e+00,2.825950476433212444e+01
-4.885146692602511109e-01,-1.655876805117103556e+00,2.805860798746866180e+01
-5.163831553303741551e-01,-1.676110989937680040e+00,2.785928770440583335e+01
-5.440826674434517951e-01,-1.697893316715529677e+00,2.766153564522345576e+01
-5.716589396378313204e-01,-1.721231967768160676e+00,2.746534390974071727e+01
-5.991577947133568394e-01,-1.746135305185275266e+00,2.727070496751557727e+01
-6.266251442312967823e-01,-1.772611870828711300e+00,2.707761165784529567e+01
-6.541069885143748763e-01,-1.800670386332464457e+00,2.688605718976620196e+01
-6.816486299280944960e-01,-1.830321593602938002e+00,2.669603579491214518e+01
-7.092834846497250156e-01,-1.861597482959317817e+00,2.650754773296790034e+01
-7.370404611613934343e-01,-1.894529378620075422e+00,2.632058994857602485e+01
-7.649499753996469309e-01,-1.929147000873362883e+00,2.613515881079538872e+01
-7.930432465943262343e-01,-1.965481461016932885e+00,2.595125150569127115e+01
-8.213522972685973755e-01,-2.003565261358182248e+00,2.576886603633515804e+01
-8.499099532388783018e-01,-2.043432295214055561e+00,2.558800122280520384e+01
-8.787498436149229208e-01,-2.085117846911158868e+00,2.540865670218571992e+01
-9.079064007997477148e-01,-2.128658591785657972e+00,2.523083292856760806e+01
-9.374148604896619386e-01,-2.174092596183318626e+00,2.505453117304819699e+01
-9.673112616743020364e-01,-2.221459317459561156e+00,2.487975352373100790e+01
-9.976324466365544819e-01,-2.270799603979340553e+00,2.470650288572624831e+01
-1.028416060952643596e+00,-2.322155695117286811e+00,2.453478298115026845e+01
-1.059700553492042729e+00,-2.375571221257557930e+00,2.436459834912607647e+01
-1.091525176417564857e+00,-2.431091203793994016e+00,2.419595434578285165e+01
-1.123929985185282421e+00,-2.488762055129979167e+00,2.402885714425635300e+01
-1.156955838544560855e+00,-2.548631578678496989e+00,2.386331373468875938e+01
-1.190644398538096116e+00,-2.610748968862202091e+00,2.369933192422847412e+01
-1.225038130501828970e+00,-2.675164811113262875e+00,2.353692033703054776e+01
-1.260180303065043361e+00,-2.741931081873542730e+00,2.337608841425619488e+01
-1.296114988150280478e+00,-2.811101148594438381e+00,2.321684641407322403e+01
-1.332887118555170280e+00,-2.882729791973850375e+00,2.305920554426867497e+01
-1.370548106536408905e+00,-2.956880152877620738e+00,2.290319702214657482e+01
-1.409136665030763069e+00,-3.033628032054862089e+00,2.274884243126370009e+01
-1.448684462964569430e+00,-3.113051816313453735e+00,2.259615030416962256e+01
-1.489225198295836661e+00,-3.195232654078437040e+00,2.244513266344938529e+01
-1.530794598014286079e+00,-3.280254455392097146e+00,2.229580502172334278e+01
-1.573430418141399834e+00,-3.368203891914061998e+00,2.214818638164699394e+01
-1.617172443730312326e+00,-3.459170396921077195e+00,2.200229923591136938e+01
-1.662062488865935883e+00,-3.553246165307270665e+00,2.185816956724258375e+01
-1.708144396664849074e+00,-3.650526153583915523e+00,2.171582684840222299e+01
-1.755464039275343335e+00,-3.751108079879528656e+00,2.157530404218718800e+01
-1.804069317877476486e+00,-3.855092423939986190e+00,2.143663760142952412e+01
-1.854010162682950602e+00,-3.962582427128260587e+00,2.129986746899679417e+01
-1.905338532935254570e+00,-4.073684092424727510e+00,2.116503707779166987e+01
-1.958108416909536631e+00,-4.188506184426892709e+00,2.103219335075227647e+01
-2.012375831912657453e+00,-4.307160229349503489e+00,2.090138670085205064e+01
-2.068198824283251192e+00,-4.429760515024685930e+00,2.077267103109959479e+01
-2.125637469391587597e+00,-4.556424090901636248e+00,2.064610373453900749e+01
-2.184753871639732115e+00,-4.687270768046983171e+00,2.052174569424950334e+01
-2.245612164461402660e+00,-4.822423119144461090e+00,2.039966128334575757e+01
-2.308278510322028243e+00,-4.962006478495046835e+00,2.027991836497774614e+01
-2.372821100718821796e+00,-5.106148942017120440e+00,2.016258829233061434e+01
-2.439310156180617639e+00,-5.254981367246099211e+00,2.004774590862500361e+01
-2.507817926268059772e+00,-5.408637373334864051e+00,1.993546954711668207e+01
-2.578418689573435785e+00,-5.567253341053381099e+00,1.982584103109686069e+01
-2.651188753720741698e+00,-5.730968412788854494e+00,1.971894567389205122e+01
-2.726206455365771220e+00,-5.899924492545918220e+00,1.961487227886396312e+01
-2.803553138822388657e+00,-6.074226744076248963e+00,1.951376803722871855e+01
-2.883309533346583464e+00,-6.253884038690145530e+00,1.941594739129713787e+01
-2.965546654204031185e+00,-6.439118036314689597e+00,1.932147567492359741e+01
-3.050337359506270385e+00,-6.630171637162243670e+00,1.923040501201903751e+01
-3.137757365410454913e+00,-6.827283674101347621e+00,1.914280766116649346e+01
-3.227885246119438722e+00,-7.030688912656908762e+00,1.905877601562098533e+01
-3.320802433881882898e+00,-7.240618051010443423e+00,1.897842260330941855e+01
-3.416593218992017178e+00,-7.457297719999542274e+00,1.890188008683081478e+01
-3.515344749789916179e+00,-7.680950483118490268e+00,1.882930126345605970e+01
-3.617147032661254258e+00,-7.911794836517714202e+00,1.876085906512812329e+01
-3.722092932037406321e+00,-8.150045209004009195e+00,1.869674655846194256e+01
-3.830278170395569504e+00,-8.395911962040814913e+00,1.863717694474437536e+01
-3.941801328258488724e+00,-8.649601389747596514e+00,1.858238355993436031e+01
-4.056763844194774649e+00,-8.911315718900560512e+00,1.853261987466273908e+01
-4.175270014818623920e+00,-9.181253108932025953e+00,1.848815949423239857e+01
-4.297426994789930177e+00,-9.459607651930667771e+00,1.844929615861820338e+01
-4.423344796814428825e+00,-9.746569372641856077e+00,1.841634374246697092e+01
-4.553136291643377298e+00,-1.004232422846692430e+01,1.838963625509754252e+01
-4.686917208073926311e+00,-1.034705410946401116e+01,1.836952784050071941e+01
-4.824806132948791237e+00,-1.066093683834731465e+01,1.835639277733931252e+01
-4.966924511156383559e+00,-1.098414617048739750e+01,1.835062547894811047e+01
-5.113396645630979620e+00,-1.131685179391156026e+01,1.835264049333387959e+01
-5.264349697352348478e+00,-1.165921932930299931e+01,1.836287250317537811e+01
-5.419913685346180898e+00,-1.201141033000179092e+01,1.838177632582336685e+01
-5.580221486683711873e+00,-1.237358228200401555e+01,1.840982691330057364e+01
-5.745408836481869841e+00,-1.274588860396210954e+01,1.844751935230170403e+01
-5.915614327903472969e+00,-1.312847864718531632e+01,1.849536886419349813e+01
-6.090979412156798389e+00,-1.352149769563869341e+01,1.855391080501460621e+01
-6.271648398496084020e+00,-1.392508696594425288e+01,1.862370066547575931e+01
-6.457768454221076482e+00,-1.433938360737995055e+01,1.870531407095960574e+01
-6.649489604677222943e+00,-1.476452070188011056e+01,1.879934678152076089e+01
-6.846964733255890501e+00,-1.520062726403591391e+01,1.890641469188593504e+01
-7.050347613659402768e+00,-1.564782174127849679e+01,1.902715188689834847e+01
-7.259435231681266032e+00,-1.610505843434679107e+01,1.916190637402418773e+01
-7.474202855801179268e+00,-1.657195267696899066e+01,1.931139161966628848e+01
-7.694910665925201343e+00,-1.704904093351600736e+01,1.947666275516927925e+01
-7.921793087710741865e+00,-1.753673197312844323e+01,1.965877381145739378e+01
-8.155058792565990089e+00,-1.803530686971537378e+01,1.985877771903404465e+01
-8.394890697650581046e+00,-1.854491900195577614e+01,2.007772630798235980e+01
-8.641445965875000468e+00,-1.906559405329725010e+01,2.031667030796467444e+01
-8.894856005900830809e+00,-1.959723001195655456e+01,2.057665934822272291e+01
-9.155226472141045235e+00,-2.013959717092021862e+01,2.085874195757796556e+01
-9.422637264759348596e+00,-2.069233812794314531e+01,2.116396556443088883e+01
-9.697142529670934152e+00,-2.125496778555023170e+01,2.149337649676184370e+01
-9.978770658541709082e+00,-2.182687335103472037e+01,2.184801998213013974e+01
-1.026752428878909740e+01,-2.240731433645986215e+01,2.222894014767502924e+01
-1.056338030358132229e+01,-2.299542255865746299e+01,2.263718002011480124e+01
-1.086628983183769748e+01,-2.359020213922848086e+01,2.307378152574712971e+01
-1.117617824822898953e+01,-2.419052950454371853e+01,2.353978549044961355e+01
-1.149294517317661324e+01,-2.479515338574226035e+01,2.403623163967861487e+01
-1.181646447285355706e+01,-2.540269481873327351e+01,2.456415859847063388e+01
-1.214658425918356954e+01,-2.601164714419440926e+01,2.512460389144105477e+01
-1.248312688984148977e+01,-2.662037600757250999e+01,2.571860394278465023e+01
-1.282588896825364166e+01,-2.722711935908425573e+01,2.634719407627628129e+01
-1.317464134359696004e+01,-2.782998745371460814e+01,2.701140851526933062e+01
-1.352912911079999247e+01,-2.842696285121860456e+01,2.771228038269758542e+01
-1.388907161054201289e+01,-2.901590041611977000e+01,2.845084170107351085e+01
-1.425416242925338750e+01,-2.959452731771083478e+01,2.922812339248895341e+01
-1.462406939911600645e+01,-3.016044303005434202e+01,3.004515527861607183e+01
-1.499843459806231039e+01,-3.071111933198115196e+01,3.090296608070525508e+01
-1.537687434977641132e+01,-3.124390030709213661e+01,3.180258341958757384e+01
-1.575897922369310677e+01,-3.175600234375671960e+01,3.274503381567257065e+01
-1.614424745640574343e+01,-3.224508047485517181e+01,3.373076870619073730e+01
-1.653177313388576053e+01,-3.271006818598410604e+01,3.475755887337094663e+01
-1.692073188304630449e+01,-3.314638081108971335e+01,3.582483785281700506e+01
-1.731028410040517684e+01,-3.354921559407278409e+01,3.693202456805515510e+01
-1.769953973221378618e+01,-3.391400668121068662e+01,3.807816794914703706e+01
-1.808755827445757802e+01,-3.423642512115787895e+01,3.926194693269080460e+01
-1.847334877285645760e+01,-3.451237886494622842e+01,4.048167046182252449e+01
-1.885586982286378444e+01,-3.473801276598419463e+01,4.173527748621306444e+01
-1.923402956966752697e+01,-3.490970858005767496e+01,4.302033696207170976e+01
-1.960668570818926071e+01,-3.502408496532933668e+01,4.433404785214292332e+01
-1.997264548308459808e+01,-3.507799748233898640e+01,4.567323912570772393e+01
-2.033066568874358637e+01,-3.506853859400353457e+01,4.703436975858519986e+01
-2.067945266928977688e+01,-3.499303766561690310e+01,4.841352873312900584e+01
-2.101766231858127654e+01,-3.484906096484999694e+01,4.980643503823143448e+01
-2.134390008020983132e+01,-3.463441166175083197e+01,5.120843766931980667e+01
-2.165672094750123478e+01,-3.434712982874460607e+01,5.261451562835802065e+01
-2.195462946351566558e+01,-3.398549244063319463e+01,5.401927792384810800e+01
-2.223607972104687747e+01,-3.354801337459602451e+01,5.541696357082662416e+01
-2.249947536262309455e+01,-3.303344341018898689e+01,5.680144159086876243e+01
-2.274316958050615511e+01,-3.244077022934570920e+01,5.816621101208422573e+01
-2.296557358535747895e+01,-3.176863589354477568e+01,5.950452568966407085e+01
-2.316633488728391299e+01,-3.101122246369386914e+01,6.081067498247237779e+01
-2.334420386003583658e+01,-3.017253734278369492e+01,6.207774827469297207e+01
-2.349767691405369163e+01,-2.925923243268365681e+01,6.329885468853525765e+01
-2.362542571359795218e+01,-2.827778212853351292e+01,6.446766006099363722e+01
-2.372629717674956140e+01,-2.723448331874067918e+01,6.557838694385111467e+01
-2.379931347540959052e+01,-2.613545538498271270e+01,6.662581460367620423e+01
-2.384367203529942003e+01,-2.498664020220632409e+01,6.760527902182435867e+01
-2.385874553596075032e+01,-2.379380213862597770e+01,6.851267289443894981e+01
-2.384408191075550221e+01,-2.256252805572695053e+01,6.934444563244876747e+01
-2.379940434686586670e+01,-2.129822730826178656e+01,7.009760336157071947e+01
-2.372461128529431562e+01,-2.000613174425343743e+01,7.076970892230762900e+01
-2.361977642086364426e+01,-1.869129570499396920e+01,7.135888186994925775e+01
-2.348514870221677953e+01,-1.735859602504304178e+01,7.186379847457284598e+01
-2.332115233181711034e+01,-1.601273203223133379e+01,7.228369172104163454e+01
-2.312838676594806486e+01,-1.465822554765660968e+01,7.261835130900642810e+01
-2.290762671471352618e+01,-1.329942088568716585e+01,7.286812365290435878e+01
-2.265982214203768663e+01,-1.194048485396039894e+01,7.303391188195948303e+01
-2.238609826566472805e+01,-1.058540675338123904e+01,7.311717584018292371e+01
-2.208775555715947903e+01,-9.237998378125681143e+00,7.311993208637238695e+01
-2.176624984929678419e+01,-7.902001444026973687e+00,7.304475201907685289e+01
-2.142157073193646255e+01,-6.589896038452948801e+00,7.289478938539620856e+01
-2.105424880297673695e+01,-5.311688809719367299e+00,7.267417374900516336e+01
-2.066581275550401386e+01,-4.071595493674125876e+00,7.238732128743431815e+01
-2.025778674639460419e+01,-2.873341947158663423e+00,7.203869864895658282e+01
-1.983169039631359709e+01,-1.720164148004303506e+00,7.163282295258630938e+01
-1.938903878971589023e+01,-6.148081950353914138e-01,7.117426178808017312e+01
-1.893134247484577415e+01,4.404696919321100523e-01,7.066763321593687408e+01
-1.846010746373638511e+01,1.443903172091713927e+00,7.011760576739644080e+01
-1.797683523221089885e+01,2.394215783643739215e+00,6.952889844444166556e+01
-1.748302271988115919e+01,3.290620943798252540e+00,6.890628071979638491e+01
-1.698016233014890020e+01,4.132821948772571474e+00,6.825457253692704285e+01
-1.646974193020523103e+01,4.921011973792412064e+00,6.757864431004203709e+01
-1.595324485103004974e+01,5.655874073092677534e+00,6.688341692409098016e+01
-1.543214988739338622e+01,6.338581179915442121e+00,6.617386173476639044e+01
-1.490793129785384785e+01,6.970796106512157309e+00,6.545500056850171688e+01
-1.438193767900842523e+01,7.554276869635490499e+00,6.473079826455082753e+01
-1.385516821305027335e+01,8.090203366780286842e+00,6.400239098533654669e+01
-1.332872483624331750e+01,8.580492748339485942e+00,6.327241515862466059e+01
-1.280365355186395959e+01,9.027136366741940421e+00,6.254341744679548043e+01
-1.228093179789830458e+01,9.432155829838066552e+00,6.181773472780338352e+01
-1.176146844704349981e+01,9.797603000898725156e+00,6.109749409517871044e+01
-1.124610380670620380e+01,1.012555999861642064e+01,6.038461285802564049e+01
-1.073560961900392563e+01,1.041813919710432934e+01,5.968079854102403203e+01
-1.023068906076444762e+01,1.067748322589674359e+01,5.898754888442861954e+01
-9.731976743525262208e+00,1.090576496994932398e+01,5.830615184406826046e+01
-9.240038713534888259e+00,1.110518756963843678e+01,5.763768559134773284e+01
-8.755372451751384233e+00,1.127798442076184493e+01,5.698301851324568901e+01
-8.278406873843628944e+00,1.142641917453816092e+01,5.634280921231643902e+01
-7.809502330190771779e+00,1.155278573760710970e+01,5.571750650668913352e+01
-7.348952640964903971e+00,1.165940237818584002e+01,5.510735395853257046e+01
-6.897151612932343134e+00,1.174793043250205749e+01,5.451279580435838312e+01
-6.454328216747386548e+00,1.181972293958145137e+01,5.393399457864808966e+01
-6.020559245987523234e+00,1.187632807753706921e+01,5.337081227066798306e+01
-5.595904024990442593e+00,1.191922799886057582e+01,5.282309284082942469e+01
-5.180404408853577891e+00,1.194983883042228356e+01,5.229066222068827585e+01
-4.774084783435201373e+00,1.196951067347103681e+01,5.177332831294627624e+01
-4.376952065353187038e+00,1.197952760363432034e+01,5.127088099144948785e+01
-3.988995701986081333e+00,1.198110767091818651e+01,5.078309210118965922e+01
-3.610187671472626647e+00,1.197540289970730321e+01,5.030971545830358593e+01
-3.240482482711366963e+00,1.196349928876491830e+01,4.985048685007264879e+01
-2.879817175361606196e+00,1.194641681123289345e+01,4.940512403492401461e+01
-2.528111319842333948e+00,1.192510941463166318e+01,4.897332674242925776e+01
-2.185267017333142547e+00,1.190046502086027935e+01,4.855477667330556812e+01
-1.851168899773840693e+00,1.187330552619639157e+01,4.814913749941518972e+01
-1.525684129864067984e+00,1.184438680129621346e+01,4.775605486376502995e+01
-1.208662401064177772e+00,1.181439869119460084e+01,4.737515638050765432e+01
-8.999359375942548311e-01,1.178396501530495755e+01,4.700605163494017091e+01
-5.993194944349564679e-01,1.175364356741931893e+01,4.664833218350521093e+01
-3.066103573271394822e-01,1.172392611570831811e+01,4.630157155379045975e+01
-2.158834277155552428e-02,1.169523840272114690e+01,4.596532524452833712e+01
2.559842019704028360e-01,1.166794014538563751e+01,4.563913072559684991e+01
5.263855383171742730e-01,1.164240826049201338e+01,4.532257661587972564e+01
7.899404365583617693e-01,1.161921493222103230e+01,4.501555130952624495e+01
1.046848549347614510e+00,1.159861495133416653e+01,4.471783289488742952e+01
1.297299338177290817e+00,1.158081781213718209e+01,4.442918682980001677e+01
1.541483885338635229e+00,1.156602231190518282e+01,4.414938848913993041e+01
1.779594893922039844e+00,1.155441655088259090e+01,4.387822316482198914e+01
2.011826687816415493e+00,1.154617793228319123e+01,4.361548606580061005e+01
2.238375211709899837e+00,1.154147316229008347e+01,4.336098231806901993e+01
2.459438031089246746e+00,1.154045825005571935e+01,4.311452696465993739e+01
2.675214332240096748e+00,1.154327850770188313e+01,4.287594496564526736e+01
2.885904922247204851e+00,1.155006855031969693e+01,4.264507119813583813e+01
3.091712228993888090e+00,1.156095229596961360e+01,4.242175045628203378e+01
3.292840301162648142e+00,1.157604296568143987e+01,4.220583745127309783e+01
3.489494808234635315e+00,1.159544308345430430e+01,4.199719681133773008e+01
3.681883040489882131e+00,1.161924447625667156e+01,4.179570308174379534e+01
3.870213909007511610e+00,1.164752827402636370e+01,4.160124072479815283e+01
4.054697945665241221e+00,1.168036490967050867e+01,4.141370411984715361e+01
4.235547303139945541e+00,1.171781411906561132e+01,4.123299756327605081e+01
4.412975754907162873e+00,1.175992494105748420e+01,4.105903526850951835e+01
4.587198695241318624e+00,1.180673571746126349e+01,4.089174136601140930e+01
4.758433139215910046e+00,1.185827409306148184e+01,4.073104990328459962e+01
4.926897722703049709e+00,1.191455701561193337e+01,4.057690484487138605e+01
5.092812702373982425e+00,1.197559073583583000e+01,4.042926007235305264e+01
5.256399955698642934e+00,1.204137080742565580e+01,4.028807938435024028e+01
5.417882980945844196e+00,1.211188208704323266e+01,4.015333649652279746e+01
5.577482326007332070e+00,1.218708960545691866e+01,4.002501254963534905e+01
5.735307908890835193e+00,1.226679062665594344e+01,3.990307748645152230e+01
5.891452739141932682e+00,1.235089874092499151e+01,3.978759293625621751e+01
6.046031527902784752e+00,1.243938759287120988e+01,3.967864613120033823e+01
6.199157076231882613e+00,1.253222200171948408e+01,3.957632342862839181e+01
6.350940275104226096e+00,1.262935796131254662e+01,3.948071031107840412e+01
6.501490105410919540e+00,1.273074264011072820e+01,3.939189138628214693e+01
6.650913637959626534e+00,1.283631438119224910e+01,3.930995038716490342e+01
6.799316033474177345e+00,1.294600270225295624e+01,3.923497017184566005e+01
6.946800542594738559e+00,1.305972829560643511e+01,3.916703272363701416e+01
7.093468505877972063e+00,1.317740302818413767e+01,3.910621915104511714e+01
7.239419353796658463e+00,1.329892994153509100e+01,3.905260968776983077e+01
7.384750606740126955e+00,1.342420325182622953e+01,3.900628369270455664e+01
7.529557875013825452e+00,1.355310834984205925e+01,3.896731964993638542e+01
7.673934858839752238e+00,1.368552180098500770e+01,3.893579516874597601e+01
7.817973348356077601e+00,1.382131134527510419e+01,3.891178698360763377e+01
7.961763223617306373e+00,1.396033589735011127e+01,3.889537095418930335e+01
8.105392454594436913e+00,1.410244554646569171e+01,3.888662206535250476e+01
8.248947101174586294e+00,1.424748155649503900e+01,3.888561442715241157e+01
8.392511313161424624e+00,1.439527636592930548e+01,3.889242127483781530e+01
8.536167330274789578e+00,1.454565358787721507e+01,3.890711496885110421e+01
8.679995482150856034e+00,1.469842801006523736e+01,3.892976699482832004e+01
8.824074188342294178e+00,1.485340559483774925e+01,3.896044796359910833e+01
8.968479958317889356e+00,1.501038347915664417e+01,3.899922761118671843e+01
9.113287391462982612e+00,1.516914997460178682e+01,3.904617479880807451e+01
9.258569177079083445e+00,1.532948456737060638e+01,3.910135751287366901e+01
9.404395852753522078e+00,1.549115817644395321e+01,3.916484251221960022e+01
9.550717735267172159e+00,1.565404337338644325e+01,3.923656992711383396e+01
9.697465834048987432e+00,1.581796348326686363e+01,3.931661891842095002e+01
9.844647042397463466e+00,1.598263363141801463e+01,3.940520627322815272e+01
9.992261491989101074e+00,1.614776186511700473e+01,3.950252606434197844e+01
1.014030255287858395e+01,1.631304915358542473e+01,3.960874965028840933e+01
1.028875683349893144e+01,1.647818938798953070e+01,3.972402567531297279e+01
1.043760418066112194e+01,1.664286938143982653e+01,3.984848006938048570e+01
1.058681767955452813e+01,1.680676886899153644e+01,3.998221604817536701e+01
1.073636365374653145e+01,1.696956050764418933e+01,4.012531411310136065e+01
1.088620166518269272e+01,1.713090987634180706e+01,4.027783205128160660e+01
1.103628451418691370e+01,1.729047547597306078e+01,4.043980493555888955e+01
1.118655823946104633e+01,1.744790872937088011e+01,4.061124512449517709e+01
1.133696211808534748e+01,1.760285398131291501e+01,4.079214226237212415e+01
1.148742866551807573e+01,1.775494849852112011e+01,4.098246327919066090e+01
1.163788363559567074e+01,1.790382246966193236e+01,4.118215239067111355e+01
1.178824602053291315e+01,1.804909900534645573e+01,4.139113109825348857e+01
1.193842805092253556e+01,1.819039413813004558e+01,4.160929818909693267e+01
1.208833519573567017e+01,1.832731682251276339e+01,4.183652973608032966e+01
1.223786616232145974e+01,1.845946893493898600e+01,4.207267909780178883e+01
1.238691289640721749e+01,1.858644527379760092e+01,4.231757691857882264e+01
1.253536058209860649e+01,1.870783355942209880e+01,4.257103112844867354e+01
1.268308764187923998e+01,1.882321443409028916e+01,4.283282694316764605e+01
1.282996573661112549e+01,1.893216146202463435e+01,4.310272686421187416e+01
1.297585976553422960e+01,1.903424112939190849e+01,4.338047067877652552e+01
1.312062786626691491e+01,1.912901284430354210e+01,4.366577545977662567e+01
1.326412141480555107e+01,1.921602893681532009e+01,4.395833556584632618e+01
1.340618502552469060e+01,1.929483465892753813e+01,4.425782264133921728e+01
1.354665655117721812e+01,1.936496818458504521e+01,4.456388561632864054e+01
1.368536708289398263e+01,1.942596060967708027e+01,4.487615070660695693e+01
1.382214095018421851e+01,1.947733595203745693e+01,4.519422141368640666e+01
1.395687586112430800e+01,1.951875836591511870e+01,4.551797884885613144e+01
1.408952976206131780e+01,1.955011827194127605e+01,4.584754519262797601e+01
1.421983732327223926e+01,1.957101347717891926e+01,4.618220409932590087e+01
1.434753202387171633e+01,1.958106262143510179e+01,4.652121213046935111e+01
1.447235551436466316e+01,1.957992031141837685e+01,4.686383346614091039e+01
1.459405761664593726e+01,1.956727712073876901e+01,4.720933990498538435e+01
1.471239632400048691e+01,1.954285958990778127e+01,4.755701086421020563e+01
1.482713780110347024e+01,1.950643022633837020e+01,4.790613337958580331e+01
1.493805638401996028e+01,1.945778750434501347e+01,4.825600210544469348e+01
1.504493458020527541e+01,1.939676586514360324e+01,4.860591931468253790e+01
1.514756306850470047e+01,1.932323571685154917e+01,4.895519489875723451e+01
1.524574069915360575e+01,1.923710343448776783e+01,4.930314636768927272e+01
1.533927449377755359e+01,1.913831135997254407e+01,4.964909885006215973e+01
1.542797964539204969e+01,1.902683780212777620e+01,4.999238509302150391e+01
1.551167951840281667e+01,1.890269703667668821e+01,5.033234546227603801e+01
1.559020564860556135e+01,1.876593930624409268e+01,5.066832794209672386e+01
1.566339774318608136e+01,1.861665082035630547e+01,5.099968813531715028e+01
1.573110368072034149e+01,1.845495375544094330e+01,5.132578926333388836e+01
1.579317951117428187e+01,1.828100625482733221e+01,5.164600216610562455e+01
1.584948945590402225e+01,1.809500242874602094e+01,5.195970530215416261e+01
1.589990590765570033e+01,1.789717235432922848e+01,5.226628474856354956e+01
1.594430943056554284e+01,1.768778207561066296e+01,5.256513420098046652e+01
1.598258876015990637e+01,1.746713360352528355e+01,5.285565497361452003e+01
1.601464080335517082e+01,1.723556491590982986e+01,5.313725599923752441e+01
1.604037063845785838e+01,1.699344995750218956e+01,5.340935382918431884e+01
1.605969151516453053e+01,1.674119863994198099e+01,5.367137263335203556e+01
1.607252485456184132e+01,1.647925684177031158e+01,5.392274420020045511e+01
1.607880024912654449e+01,1.620810640842947237e+01,5.416290793675224080e+01
1.607845546272546500e+01,1.592826515226362361e+01,5.439131086859230635e+01
1.607143643061550975e+01,1.564028685251799189e+01,5.460740763986852642e+01
1.605769725944367821e+01,1.534476125533959312e+01,5.481066051329114686e+01
1.603719864150042085e+01,1.504231271418189131e+01,5.500051923652394237e+01
1.600989453893832959e+01,1.473362218954446945e+01,5.517606435626444039e+01
1.597582899289529301e+01,1.441953635517079491e+01,5.533694637152115803e+01
1.593508098313262877e+01,1.410091424230005153e+01,5.548309643453322337e+01
1.588773836333199618e+01,1.377858890349940424e+01,5.561446827318411579e+01
