x,y,z
3.525339083162409182e+00,1.264881882652340828e+01,4.328436648870452785e+01
3.741517676475403675e+00,1.266010202147024266e+01,4.308355147747084857e+01
3.952935091649955268e+00,1.267579080987690077e+01,4.289082627551334781e+01
4.159859226579746050e+00,1.269591367719273300e+01,4.270605900086785311e+01
4.362564785145793600e+00,1.272046956298419396e+01,4.252911999765368023e+01
4.561340847901493412e+00,1.274944200043430520e+01,4.235961681408509349e+01
4.756361177090606240e+00,1.278282072462981134e+01,4.219741379845646634e+01
4.947766629689937190e+00,1.282059061755470353e+01,4.204251465612141914e+01
5.135697608903247335e+00,1.286273001765590962e+01,4.189492252544765449e+01
5.320294064161108949e+00,1.290921071984325863e+01,4.175463997781700698e+01
5.501695491120942805e+00,1.295999797548950028e+01,4.162166901762545734e+01
5.680040931667049264e+00,1.301505049243030854e+01,4.149601108228310409e+01
5.855468973910475938e+00,1.307432043496423901e+01,4.137766704221424874e+01
6.028117752189219303e+00,1.313775342385279288e+01,4.126663720085725373e+01
6.198124947068089696e+00,1.320528853632037780e+01,4.116292129466464900e+01
6.365627785338745070e+00,1.327685830605431860e+01,4.106651849310308222e+01
6.530763040019687438e+00,1.335238872320484660e+01,4.097742739865334727e+01
6.693667030356303727e+00,1.343179923438513335e+01,4.089564604681036997e+01
6.854475621820729003e+00,1.351500274267121249e+01,4.082117190608322943e+01
7.013324226112045423e+00,1.360190560760208101e+01,4.075400187799512253e+01
7.170347801156145451e+00,1.369240764517963349e+01,4.069413229708337809e+01
7.325680851105772717e+00,1.378640212786867991e+01,4.064155893089946403e+01
7.479457426340545112e+00,1.388377578459696693e+01,4.059627698000898732e+01
7.631811123466842872e+00,1.398440880075509618e+01,4.055828107799168691e+01
7.782875085317980002e+00,1.408817481819664152e+01,4.052756529144144793e+01
7.932782000954089696e+00,1.419494093523807265e+01,4.050412311996626613e+01
8.081664105662152764e+00,1.430456770665877286e+01,4.048794749618829769e+01
8.229653180956020719e+00,1.441690914370106569e+01,4.047903078574382363e+01
8.376880554576318971e+00,1.453181271407012076e+01,4.047736478728324983e+01
8.523477100490593372e+00,1.464911934193408705e+01,4.048294073247114255e+01
8.669573238893216072e+00,1.476866340792401289e+01,4.049574928598617163e+01
8.815298936205405056e+00,1.489027274913385313e+01,4.051578054552117436e+01
8.960771766836462149e+00,1.501376767472715024e+01,4.054302944191125846e+01
9.105881391754845566e+00,1.513893855471047800e+01,4.057762662206449988e+01
9.250589920769375141e+00,1.526556468396930555e+01,4.061974024500970870e+01
9.394925530442803208e+00,1.539342358948429279e+01,4.066950226550498826e+01
9.538911296598042711e+00,1.552228666537867419e+01,4.072702932507921503e+01
9.682565194318197399e+00,1.565191917291829782e+01,4.079242275203205992e+01
9.825900097946586698e+00,1.578208024051163605e+01,4.086576856143399539e+01
9.968923781086633795e+00,1.591252286370969493e+01,4.094713745512623149e+01
1.011163891660203795e+01,1.604299390520615987e+01,4.103658482172079403e+01
1.025404307661665371e+01,1.617323409483729790e+01,4.113415073660049615e+01
1.039612873251453351e+01,1.630297802958198261e+01,4.123985996191893832e+01
1.053788325493993661e+01,1.643195417356171006e+01,4.135372194660050837e+01
1.067928891379723488e+01,1.655988485804051535e+01,4.147573082634033170e+01
1.082032287825107097e+01,1.668648628142511470e+01,4.160586542360437790e+01
1.096095721672624812e+01,1.681146850926479530e+01,4.174408924762938256e+01
1.110115889690775681e+01,1.693453547425145800e+01,4.189035049442285441e+01
1.124088978574080500e+01,1.705538497621963145e+01,4.204458204676312505e+01
1.138010664943070793e+01,1.717370868214637625e+01,4.220670147419924234e+01
1.151876115344305518e+01,1.728919212615143408e+01,4.237661103305108412e+01
1.165679986250359335e+01,1.740151470949712120e+01,4.255419766640932266e+01
1.179416424059825630e+01,1.751034970058836393e+01,4.273933300413539627e+01
1.193079065097317226e+01,1.761536423497269865e+01,4.293187336286153766e+01
1.206661035613468336e+01,1.771621931534027183e+01,4.313165974599078822e+01
1.220154951784923902e+01,1.781256981152379382e+01,4.333851784369687721e+01
1.233552919714355944e+01,1.790406446049862765e+01,4.355225803292442777e+01
1.246846535430452541e+01,1.799034586638273225e+01,4.377267537738880065e+01
1.260026884887920851e+01,1.807105050043665528e+01,4.399954962757615107e+01
1.273084543967489068e+01,1.814580870106358290e+01,4.423264522074345706e+01
1.286010236964145648e+01,1.821427609246123325e+01,4.447173890515723116e+01
1.298801086418324680e+01,1.827651198247721354e+01,4.471693659473255877e+01
1.311442712498084440e+01,1.833222040561317101e+01,4.496797801331038613e+01
1.323917156247013516e+01,1.838096975948695189e+01,4.522445037020448666e+01
1.336206763875514802e+01,1.842235572111113484e+01,4.548593520513179556e+01
1.348294186760796443e+01,1.845600124689297061e+01,4.575200838821219662e+01
1.360162381446884439e+01,1.848155657263445306e+01,4.602224011996883490e+01
1.371794609644615015e+01,1.849869921353228719e+01,4.629619493132788932e+01
1.383174438231635683e+01,1.850713396417787493e+01,4.657343168361863661e+01
1.394285739252405953e+01,1.850659289855734357e+01,4.685350356857347265e+01
1.405112689918199109e+01,1.849683537005151734e+01,4.713595810832794086e+01
1.415639772607093860e+01,1.847764801143594937e+01,4.742033715542050487e+01
1.425851774863987309e+01,1.844884473488089327e+01,4.770617689279291085e+01
1.435733789400585536e+01,1.841026673195131380e+01,4.799300783378995305e+01
1.445271214095407153e+01,1.836178247360690108e+01,4.828035482215950225e+01
1.454449751993783480e+01,1.830328771020202794e+01,4.856773703205261228e+01
1.463255411307853215e+01,1.823470547148582099e+01,4.885466796802325717e+01
1.471674505416571677e+01,1.815598606660208603e+01,4.914065546502867932e+01
1.479693652865703868e+01,1.806710708408935062e+01,4.942520168842916206e+01
1.487299777367826970e+01,1.796807339188085706e+01,4.970780313398809369e+01
1.494480107802331226e+01,1.785891713730453034e+01,4.998795062787201005e+01
1.501222178215414615e+01,1.773969774708308123e+01,5.026512932665040267e+01
1.507513827820090491e+01,1.761050192733385700e+01,5.053881871729601016e+01
1.513343200996183491e+01,1.747144366356894807e+01,5.080849261718461207e+01
1.518698747290329010e+01,1.732266422069515244e+01,5.107361917409510710e+01
1.523569221415975861e+01,1.716433214301395438e+01,5.133366086620952728e+01
1.527943683253381479e+01,1.699664325422162747e+01,5.158807450211286039e+01
1.531811497849618320e+01,1.681982065740908183e+01,5.183631122079334830e+01
1.535162335418568880e+01,1.663411473506196003e+01,5.207781649164228099e+01
1.537986171340928010e+01,1.643980314906062290e+01,5.231203011445404627e+01
1.540273286164202382e+01,1.623719084068013885e+01,5.253838621942612974e+01
1.542014265602710310e+01,1.602661003059024836e+01,5.275631326715916458e+01
1.543200000537581218e+01,1.580842021885552029e+01,5.296523404865675388e+01
1.543826583839618571e+01,1.558279103452945336e+01,5.316450795268458762e+01
1.543897854890765942e+01,1.534991310574537948e+01,5.335363285985713588e+01
1.543412729264561811e+01,1.511047014643768627e+01,5.353236053313068510e+01
1.542370949717645345e+01,1.486513714535434616e+01,5.370046654976828648e+01
1.540773224530892094e+01,1.461457194007868488e+01,5.385774711808151949e+01
1.538621227509413458e+01,1.435941521702910428e+01,5.400401907743064811e+01
1.535917597982556515e+01,1.410029051145927426e+01,5.413911989822450721e+01
1.532665940803904192e+01,1.383780420745807582e+01,5.426290768192051672e+01
1.528870826351274204e+01,1.357254553794956387e+01,5.437526116102475271e+01
1.524537790526722958e+01,1.330508658469314831e+01,5.447607969909178394e+01
1.519673334756539873e+01,1.303598227828331702e+01,5.456528329072488503e+01
1.514284925991251463e+01,1.276577039814982228e+01,5.464281256157588729e+01
1.508380996705619914e+01,1.249497157255762581e+01,5.470862876834522837e+01
1.501970944898641669e+01,1.222408927860686489e+01,5.476271379878194523e+01
1.495065134093552928e+01,1.195360984223303724e+01,5.480507017168366701e+01
1.487674893337822368e+01,1.168400243820671136e+01,5.483572103689663635e+01
1.479812517203155053e+01,1.141571909013372021e+01,5.485471017531568805e+01
1.471491265785492786e+01,1.114919467045511325e+01,5.486210199888426331e+01
1.462725364705012332e+01,1.088484690044715819e+01,5.485798155059440973e+01
1.453530005106125067e+01,1.062307635022128771e+01,5.484245450448675996e+01
1.443921343657483192e+01,1.036426643872430375e+01,5.481564716565055306e+01
1.433916502551969607e+01,1.010878343373807198e+01,5.477770647022362738e+01
1.423533569506704666e+01,9.856976451879720713e+00,5.472879998539243473e+01
1.412791597763044926e+01,9.609177458601607213e+00,5.466911590939201204e+01
1.401710606086580491e+01,9.365701268191248374e+00,5.459886307150598839e+01
1.390311578767143175e+01,9.126845543771523239e+00,5.451827093206663477e+01
1.378616465618794962e+01,8.892890797300378125e+00,5.442758958245477885e+01
1.366648181979835286e+01,8.664100389571038008e+00,5.432708974509986888e+01
1.354430608712799966e+01,8.440720530211930139e+00,5.421706277347994529e+01
1.341988592204457831e+01,8.222980277686669837e+00,5.409782065212163360e+01
1.329347944365820666e+01,8.011091539294199038e+00,5.396969599660021544e+01
1.316535442632129360e+01,7.805249071168558928e+00,5.383304205353952909e+01
1.303575608992389334e+01,7.605663484523375928e+00,5.368827454563560764e+01
1.290462154094120351e+01,7.412823669465572252e+00,5.353618234235549522e+01
1.277208664049027043e+01,7.226942784795913788e+00,5.337719235758863334e+01
1.263836288006849884e+01,7.048130739406283318e+00,5.321161414736189244e+01
1.250365655401648546e+01,6.876482676717905917e+00,5.303975571085526752e+01
1.236816875951787154e+01,6.712078974681149113e+00,5.286192349040169347e+01
1.223209539659943879e+01,6.554985245775659664e+00,5.267842237148717288e+01
1.209562716813108807e+01,6.405252337010327146e+00,5.248955568275075478e+01
1.195894957982580920e+01,6.262916329923260861e+00,5.229562519598447778e+01
1.182224294023978750e+01,6.127998540581890197e+00,5.209693112613352639e+01
1.168568236077225109e+01,6.000505519582810976e+00,5.189377213129602495e+01
1.154943775566556852e+01,5.880429052051887595e+00,5.168644531272316556e+01
1.141367384200522572e+01,5.767746157644229932e+00,5.147524621481916540e+01
1.127855013971980291e+01,5.662419090544172917e+00,5.126046882514125969e+01
1.114422097158107050e+01,5.564395339465352919e+00,5.104240557439982950e+01
1.101083546320384343e+01,5.473607627650591390e+00,5.082134733645817448e+01
1.087853754304607534e+01,5.389973912871971251e+00,5.059758342833266198e+01
1.074746594240884257e+01,5.313397387430822683e+00,5.037140161019272000e+01
1.061775419543630861e+01,5.243766478157708022e+00,5.014308808536074480e+01
1.048953063911583428e+01,5.180954846412465287e+00,4.991292750031231407e+01
1.036291841327781604e+01,5.124821388084145113e+00,4.968120294467590981e+01
1.023803546059580150e+01,5.075210233591050724e+00,4.944819595123309597e+01
1.011499452658644849e+01,5.031950747880731711e+00,4.921418649591846872e+01
9.993903159609534015e+00,4.994857530429976933e+00,4.897945299781967066e+01
9.874863710867934685e+00,4.963730415244822503e+00,4.874427231917732684e+01
9.757973334407701316e+00,4.938354470860556233e+00,4.850891976538522954e+01
9.643323987117948803e+00,4.918500000341694545e+00,4.827366908499009668e+01
9.531002428730918297e+00,4.903922541282007330e+00,4.803879246969169969e+01
9.421090221821977195e+00,4.894362865804506413e+00,4.780456055434287777e+01
9.313661743845013774e+00,4.889658763768498950e+00,4.757109465644629864e+01
9.208771014780923636e+00,4.889986872569135556e+00,4.733808234554088301e+01
9.106463054441210403e+00,4.895251422114988316e+00,4.710560391010749726e+01
9.006780839486125956e+00,4.905329230589344114e+00,4.687377777463316164e+01
8.909765212051890870e+00,4.920099806398812170e+00,4.664271931039683494e+01
8.815454879750692641e+00,4.939445348173330252e+00,4.641254083546940734e+01
8.723886415670737193e+00,4.963250744766146916e+00,4.618335161471387806e+01
8.635094258376160070e+00,4.991403575253845482e+00,4.595525785978507827e+01
8.549110711907085047e+00,5.023794108936326275e+00,4.572836272912984867e+01
8.465965945779618806e+00,5.060315305336813729e+00,4.550276632798699694e+01
8.385687994985833171e+00,5.100862814201857276e+00,4.527856570838730477e+01
8.308302759993772213e+00,5.145334975501334895e+00,4.505585486915347104e+01
8.233834006747489553e+00,5.193632819428422920e+00,4.483472475590029660e+01
8.162303366666975535e+00,5.245660066399645771e+00,4.461526326103442841e+01
8.093730336648208734e+00,5.301323127054843987e+00,4.439755522375450170e+01
8.028132279063145305e+00,5.360531102257177771e+00,4.418168243005114704e+01
7.965524421759702989e+00,5.423195783093145650e+00,4.396772361270690510e+01
7.905919858061812633e+00,5.489231650872531176e+00,4.375575445129641849e+01
7.849329546769342691e+00,5.558555877128475764e+00,4.354584757218615465e+01
7.795762312158149854e+00,5.631088323617435165e+00,4.333807254853461899e+01
7.745224843980066609e+00,5.706751542319183912e+00,4.313249590029226255e+01
7.697721697462893253e+00,5.785470775436837521e+00,4.292918109420146777e+01
7.653255293310429863e+00,5.867173955396788543e+00,4.272818854379671905e+01
7.611825917702426558e+00,5.951791704848797160e+00,4.252957560940433268e+01
7.573431722294618140e+00,6.039257336665929898e+00,4.233339659814264166e+01
7.538068724218714323e+00,6.129506853944580058e+00,4.213970276392193881e+01
7.505730806082395290e+00,6.222478950004477483e+00,4.194854230744446966e+01
7.476409715969333014e+00,6.318115008388623721e+00,4.175996037620451773e+01
7.450095067439157503e+00,6.416359102863398611e+00,4.157399906448826954e+01
7.426730278050952982e+00,6.517199688175994154e+00,4.139074486321310076e+01
7.406253614801403096e+00,6.620668324387612103e+00,4.121030930540458570e+01
7.388672273387352440e+00,6.726754971773856617e+00,4.103274513086736164e+01
7.373992931319249600e+00,6.835449345470626881e+00,4.085810728375832213e+01
7.362221309158164750e+00,6.946741250308267723e+00,4.068645333706463418e+01
7.353362170515772789e+00,7.060620580811688640e+00,4.051784349260351092e+01
7.347419322054363100e+00,7.177077321200284743e+00,4.035234058102236077e+01
7.344395613486838670e+00,7.296101545387958076e+00,4.019001006179876612e+01
7.344292937576712532e+00,7.417683416983136269e+00,4.003092002324042653e+01
7.347112230138113986e+00,7.541813189288685493e+00,3.987514118248530792e+01
7.352853470035782379e+00,7.668481205302045467e+00,3.972274688550143651e+01
7.361515679185069772e+00,7.797677897715138862e+00,3.957381310708703381e+01
7.373096922551941823e+00,7.929393788914392616e+00,3.942841845087048114e+01
7.387594308152978684e+00,8.063619490980764581e+00,3.928664414931029825e+01
7.405003987055366110e+00,8.200345705689642273e+00,3.914857406369524284e+01
7.425321153376907901e+00,8.339563224510996520e+00,3.901429468414416135e+01
7.448540044286020567e+00,8.481262928609273999e+00,3.888389512960607419e+01
7.474653940001731556e+00,8.625435788843429208e+00,3.875746714786018288e+01
7.503655163793687244e+00,8.772072865766947558e+00,3.863510511551580606e+01
7.535535081982129846e+00,8.921165309627744122e+00,3.851690603801250035e+01
7.570284103937930276e+00,9.072704360368312848e+00,3.840296954961993237e+01
7.607891682082565943e+00,9.226681347625628860e+00,3.829339791343792854e+01
7.648346311888128746e+00,9.383087690731173325e+00,3.818829602139649637e+01
7.691635531877321519e+00,9.541914898710935233e+00,3.808777139425578184e+01
7.737745923623468691e+00,9.703154570285432712e+00,3.799193418160609781e+01
7.786663111750482535e+00,9.866798393869604666e+00,3.790089716186795954e+01
7.838371763932911129e+00,1.003283814757298487e+01,3.781477574229199234e+01
7.892855590895909046e+00,1.020126569919957760e+01,3.773368795895900973e+01
7.950097346415241795e+00,1.037207300624789852e+01,3.765775447677997079e+01
8.010078827317299144e+00,1.054525211591099776e+01,3.758709858949600147e+01
8.072780873479052488e+00,1.072079516507633379e+01,3.752184621967840883e+01
8.138183367828114356e+00,1.089869438032596705e+01,3.746212591872863129e+01
8.206265236342700220e+00,1.107894207793643560e+01,3.740806886687828836e+01
8.277004448051641816e+00,1.126153066387877288e+01,3.735980887318915222e+01
8.350378015034392476e+00,1.144645263381856637e+01,3.731748237555315484e+01
8.426361992420980940e+00,1.163370057311579231e+01,3.728122844069240216e+01
8.504931478392084188e+00,1.182326715682504137e+01,3.725118876415915992e+01
8.586060614178986583e+00,1.201514514969537473e+01,3.722750767033583941e+01
8.669708082267547411e+00,1.220929962904580002e+01,3.721028368063493019e+01
8.755692187016304473e+00,1.240537639809973491e+01,3.719911915052247764e+01
8.844008367949671268e+00,1.260325195958421851e+01,3.719414656857227186e+01
8.934705145634939782e+00,1.280289158496843349e+01,3.719567802371339837e+01
9.027823774819738745e+00,1.300424623408118130e+01,3.720401181685885206e+01
9.123398244431975002e+00,1.320725255511074714e+01,3.721943246090552293e+01
9.221455277579837073e+00,1.341183288460492662e+01,3.724221068073421037e+01
9.322014331551827127e+00,1.361789524747106661e+01,3.727260341320963022e+01
9.425087597816679263e+00,1.382533335697591426e+01,3.731085380718035793e+01
9.530680002023469655e+00,1.403402661474584434e+01,3.735719122347892096e+01
9.638789204001547262e+00,1.424384011076671008e+01,3.741183123492172768e+01
9.749405597760548048e+00,1.445462462338387333e+01,3.747497562630907453e+01
9.862512311490419847e+00,1.466621661930225251e+01,3.754681239442520280e+01
9.978085207561335324e+00,1.487843825358616101e+01,3.762751574803820631e+01
1.009609288252381987e+01,1.509109736965954696e+01,3.771724610790010246e+01
1.021649666710866633e+01,1.530398749930582447e+01,3.781615010674683219e+01
1.033925062622695634e+01,1.551688786266792874e+01,3.792436058929820319e+01
1.046430155897008163e+01,1.572956336824834800e+01,3.804199661225798224e+01
1.059158899860965697e+01,1.594176461290896185e+01,3.816916344431374597e+01
1.072104521259765519e+01,1.615322788187128822e+01,3.830595256613705146e+01
1.085259520256631305e+01,1.636367514871630746e+01,3.845244167038334382e+01
1.098615670432815605e+01,1.657281407538452811e+01,3.860869466169194908e+01
1.112164018787600028e+01,1.678033801217596377e+01,3.877476165668610975e+01
1.125894885738297369e+01,1.698592599775018286e+01,3.895067898397302031e+01
1.139797865120242193e+01,1.718924275912615229e+01,3.913646918414364251e+01
1.153861824186804697e+01,1.738993871168246130e+01,3.933214100977296823e+01
1.168074903609382531e+01,1.758764995915718998e+01,3.953768942541985609e+01
1.182424517477401515e+01,1.778199829364791640e+01,3.975309560762705274e+01
1.196897353298319189e+01,1.797259119561177698e+01,3.997832694492125682e+01
1.211479371997613619e+01,1.815902183386531021e+01,4.021333703781295554e+01
1.226155807918800633e+01,1.834086906558467689e+01,4.045806569879664494e+01
1.240911168823421562e+01,1.851769743630551801e+01,4.071243895235070198e+01
1.255729235891047146e+01,1.868905717992298676e+01,4.097636903493738458e+01
1.270593063719278959e+01,1.885448421869177693e+01,4.124975439500292396e+01
1.285484980323739990e+01,1.901350016322601277e+01,4.153247969297729014e+01
1.300386587138090277e+01,1.916561231249941599e+01,4.182441580127450464e+01
1.315278759014015719e+01,1.931031365384519560e+01,4.212541980429246280e+01
1.330141644221231445e+01,1.944708286295606925e+01,4.243533499841293377e+01
1.344954664447480752e+01,1.957538430388428097e+01,4.275399089200161029e+01
1.359696514798539368e+01,1.969466802904159408e+01,4.308120320540813708e+01
1.374345163798203373e+01,1.980436977919923081e+01,4.341677387096589058e+01
1.388877853388306249e+01,1.990391098348798948e+01,4.376049103299232002e+01
1.403271098928706984e+01,1.999269875939815932e+01,4.411212904778872712e+01
1.417508970480376007e+01,2.007028839650092777e+01,4.447150641670224758e+01
1.431602178304360073e+01,2.013682928901856783e+01,4.483841376946504198e+01
1.445523590304685513e+01,2.019184203017380952e+01,4.521209032876026868e+01
1.459241698134373344e+01,2.023479494463009942e+01,4.559172746654018482e+01
1.472725782164932795e+01,2.026520035954488463e+01,4.597652082783932315e+01
1.485945911486365212e+01,2.028261460456961629e+01,4.636567033077454880e+01
1.498872943907164590e+01,2.028663801184975668e+01,4.675838016654515172e+01
1.511478525954310292e+01,2.027691491602478280e+01,4.715385879943254110e+01
1.523735092873279129e+01,2.025313365422817924e+01,4.755131896680068593e+01
1.535615868628037717e+01,2.021502656608743820e+01,4.794997767909582365e+01
1.547094865901043548e+01,2.016236999372406302e+01,4.834905621984651702e+01
1.558146886093247474e+01,2.009498428175355045e+01,4.874778014566375361e+01
1.568747519324086070e+01,2.001273377728545455e+01,4.914537928624065444e+01
1.578873144431492825e+01,1.991552682992329082e+01,4.954108774435287899e+01
1.588500928971891035e+01,1.980331579176460011e+01,4.993414389585836943e+01
1.597608829220194870e+01,1.967609701740093797e+01,5.032379038969739327e+01
1.606175590169810263e+01,1.953391086391786402e+01,5.070927414789257881e+01
1.614180745532635441e+01,1.937684169089491704e+01,5.108984636554893655e+01
1.621604617739055954e+01,1.920501786040573933e+01,5.146476251085363884e+01
1.628428317937953906e+01,1.901861173701789198e+01,5.183328232507638234e+01
1.634633745996699261e+01,1.881783968779297922e+01,5.219466982256915344e+01
1.640203590501155517e+01,1.860296208228660220e+01,5.254819329076626389e+01
1.645121328755676871e+01,1.837428329254834480e+01,5.289312529018443598e+01
1.649371226783107147e+01,1.813215169312191932e+01,5.322874265442253972e+01
1.652938339324783357e+01,1.787695966104492129e+01,5.355432649016198354e+01
1.655808509840533915e+01,1.760914357584900003e+01,5.386916217716644439e+01
1.657968370508677936e+01,1.732918381955981602e+01,5.417253936828193162e+01
1.659405342226026292e+01,1.703760477669698048e+01,5.446375198943687934e+01
1.660107634607880556e+01,1.673497483427428278e+01,5.474209823964186228e+01
1.660064245988034060e+01,1.642190638179935291e+01,5.500688059098997940e+01
1.659264963418771899e+01,1.609905581127389240e+01,5.525740578865662656e+01
1.657700855353148128e+01,1.576707824851062334e+01,5.549283155164068404e+01
1.655370784921569438e+01,1.542659603703032190e+01,5.571178367792656871e+01
1.652279308864510909e+01,1.507867544230157186e+01,5.591397422609951917e+01
1.648432221837954259e+01,1.472440732564492372e+01,5.609930898328340731e+01
1.643836537894098271e+01,1.436484711644312107e+01,5.626771976740086956e+01
1.638500490481359506e+01,1.400101481214136534e+01,5.641916442717311497e+01
1.632433532444372659e+01,1.363389497824725183e+01,5.655362684212001767e+01
1.625646336023989136e+01,1.326443674833069863e+01,5.667111692256008126e+01
1.618150792857282383e+01,1.289355382402422023e+01,5.677167060961039624e+01
1.609960013977539006e+01,1.252212447502252068e+01,5.685534987518674654e+01
1.601088329814265521e+01,1.215099153908276008e+01,5.692224272200353852e+01
1.591551290193186041e+01,1.178096242202449417e+01,5.697246318357379380e+01
1.581365664336240862e+01,1.141280909772960328e+01,5.700615132420920617e+01
1.570549440861593915e+01,1.104726810814256233e+01,5.702347323902005627e+01
1.559121827783620873e+01,1.068504056327003404e+01,5.702462105391528979e+01
1.547103252512917848e+01,1.032679214118114253e+01,5.700981292560248903e+01
1.534515361856298377e+01,9.973153088007403966e+00,5.697929304158786579e+01
1.521381022016791462e+01,9.624718217942662690e+00,5.693333162017624716e+01
1.507724318593651702e+01,9.282046913243345188e+00,5.687222491047113948e+01
1.493570556582344011e+01,8.945663124228079965e+00,5.679629519237465729e+01
1.478946260374553567e+01,8.616055369277951570e+00,5.670589077658753752e+01
1.463879173758183505e+01,8.293676734836440190e+00,5.660138600460918212e+01
1.448398259917355091e+01,7.978944875409409221e+00,5.648318124873760127e+01
1.432533701432404172e+01,7.672242013565066188e+00,5.635170291206943460e+01
1.416316900279893432e+01,7.373914939934175905e+00,5.620740342850002236e+01
1.399780477832594450e+01,7.084275013209724747e+00,5.605076126272326320e+01
1.382958274859500492e+01,6.803598160147155127e+00,5.588228091023172794e+01
1.365885351525821889e+01,6.532124875564294442e+00,5.570249289731660980e+01
1.348597987392983732e+01,6.270060222341312439e+00,5.551195378106771017e+01
1.331133681418638659e+01,6.017573831420927277e+00,5.531124614937356654e+01
1.313529960199802282e+01,5.774811581823909634e+00,5.510099700208319717e+01
1.295790684013136307e+01,5.542192929000016477e+00,5.488232012940007820e+01
1.277931068941494175e+01,5.319914205278968744e+00,5.465596755212933999e+01
1.259979575392095796e+01,5.108000502146266442e+00,5.442243450211066147e+01
1.241963771089642954e+01,4.906457485318348688e+00,5.418220567993204639e+01
1.223910331076299229e+01,4.715271394742356570e+00,5.393575525492958889e+01
1.205845037711703505e+01,4.534409044596293015e+00,5.368354686518763685e+01
1.187792780672966941e+01,4.363817823288981046e+00,5.342603361753874225e+01
1.169777556954668896e+01,4.203425693460035362e+00,5.316365808756360423e+01
1.151822470868870951e+01,4.053141191979979574e+00,5.289685231959128942e+01
1.133949734045096491e+01,3.912853429950069462e+00,5.262603782669891217e+01
1.116180665430344021e+01,3.782432092702411541e+00,5.235162559071186195e+01
1.098535691289084326e+01,3.661727439799932871e+00,5.207401606220371093e+01
1.081034345203260116e+01,3.550570305036381935e+00,5.179359916049624957e+01
1.063695268072282474e+01,3.448772096436308665e+00,5.151075427365943682e+01
1.046536208113044353e+01,3.356124796255142151e+00,5.122585025851157070e+01
1.029574020859901040e+01,3.272400960979073847e+00,5.093924544061901827e+01
1.012824669164682767e+01,3.197353721325133069e+00,5.065128761429638615e+01
9.963032231966916896e+00,3.130716782241174112e+00,5.036231404260652056e+01
9.800238604426994016e+00,3.072204422905860710e+00,5.007265145736037937e+01
9.639998657069579480e+00,3.021511496728708224e+00,4.978261605911733056e+01
9.482436311111822391e+00,2.978313431350018803e+00,4.949251351718474723e+01
9.327666560945624852e+00,2.942266228640929349e+00,4.920263896961829886e+01
9.175795474137608210e+00,2.913006464703398635e+00,4.891327702322183768e+01
9.026920191429084639e+00,2.890151289870197981e+00,4.862470175354738444e+01
8.881128926736163720e+00,2.873298428704936569e+00,4.833717670489531315e+01
8.738506349234633319e+00,2.862300515307777182e+00,4.805076062235423962e+01
8.599120395919914728e+00,2.857300896996647577e+00,4.776530678649097439e+01
8.463017064994696526e+00,2.858088168037400401e+00,4.748092946249672508e+01
8.330238979683072031e+00,2.864451009430380335e+00,4.719774242368974626e+01
8.200825590813931143e+00,2.876184332379360331e+00,4.691585450624719300e+01
8.074813176821049154e+00,2.893089278291530952e+00,4.663536960920534113e+01
7.952234843742951753e+00,2.914973218777514585e+00,4.635638669445925331e+01
7.833120525223001174e+00,2.941649755651356557e+00,4.607899978676302055e+01
7.717496982509381986e+00,2.972938720930527801e+00,4.580329797372968414e+01
7.605387804455073564e+00,3.008666176835931516e+00,4.552936540583120006e+01
7.496813407517935346e+00,3.048664415791875193e+00,4.525728129639863084e+01
7.391791035760583384e+00,3.092771960426112354e+00,4.498711992162184004e+01
7.290334760850471163e+00,3.140833563569813691e+00,4.471895062054969827e+01
7.192455482059870064e+00,3.192700208257577277e+00,4.445283779509005484e+01
7.098160926265853377e+00,3.248229107727435228e+00,4.418884091000965242e+01
7.007455647950363797e+00,3.307283705420814623e+00,4.392701449293434024e+01
6.920341029200105964e+00,3.369733674982597904e+00,4.366740813434878277e+01
6.836815279706625503e+00,3.435454920261082457e+00,4.341006648759665154e+01
6.756873436766280605e+00,3.504329575307991718e+00,4.315502926888057544e+01
6.680507365280239362e+00,3.576246004378488053e+00,4.290233125726209096e+01
6.607705757754523290e+00,3.651098801931117244e+00,4.265200229466184112e+01
6.538454134299932718e+00,3.728788792627891091e+00,4.240406728585929130e+01
6.472734842632101859e+00,3.809223031334234566e+00,4.215854619849289264e+01
6.410527058071476603e+00,3.892314803118996025e+00,4.191545406306008204e+01
6.351806783543326063e+00,3.977983623254449874e+00,4.167480097291722529e+01
6.296538627618860851e+00,4.066168907817621303e+00,4.143660856899616363e+01
6.244651662599492781e+00,4.156888413973743646e+00,4.120097890920587957e+01
6.196124035069402680e+00,4.250108717552900650e+00,4.096794272145434235e+01
6.150942018354079721e+00,4.345788528959166896e+00,4.073751850250830842e+01
6.109091673947450118e+00,4.443890676077055346e+00,4.050972733960740868e+01
6.070558851511874465e+00,4.544382104271535106e+00,4.028459291046411295e+01
6.035329188878173490e+00,4.647233876387961260e+00,4.006214148326388624e+01
6.003388112045584535e+00,4.752421172752180567e+00,3.984240191666492592e+01
5.974720835181792644e+00,4.859923291170462178e+00,3.962540565979835350e+01
5.949312360622921680e+00,4.969723646929512739e+00,3.941118675226817203e+01
5.927147478873530773e+00,5.081809772796501257e+00,3.919978182415119505e+01
5.908210768606630303e+00,5.196173319018970282e+00,3.899123009599723844e+01
